| INSTANCE                  | final    | AnnotationStringConverterFactory                | Lorg/joda/convert/AnnotationStringConverterFactory;                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:31:5:31:100                  | AnnotationStringConverterFactory                   |
| locked                    | volatile | boolean                                         | Z                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:93:5:93:36                                      | RenameHandler                                      |
| LOG                       | final    | boolean                                         | Z                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:69:5:69:57                                      | RenameHandler                                      |
| LOG                       | static   | boolean                                         | Z                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:69:5:69:57                                      | RenameHandler                                      |
| LOG                       | private  | boolean                                         | Z                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:69:5:69:57                                      | RenameHandler                                      |
| fromStrings               | final    | ConcurrentMap<Class<?>,FromStringConverter<?>>  | Ljava/util/concurrent/ConcurrentMap;                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:96:5:97:70                                      | StringConvert                                      |
| fromStrings               | private  | ConcurrentMap<Class<?>,FromStringConverter<?>>  | Ljava/util/concurrent/ConcurrentMap;                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:96:5:97:70                                      | StringConvert                                      |
| registered                | final    | ConcurrentMap<Class<?>,TypedStringConverter<?>> | Ljava/util/concurrent/ConcurrentMap;                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:92:5:93:71                                      | StringConvert                                      |
| registered                | private  | ConcurrentMap<Class<?>,TypedStringConverter<?>> | Ljava/util/concurrent/ConcurrentMap;                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:92:5:93:71                                      | StringConvert                                      |
| factories                 | final    | CopyOnWriteArrayList<StringConverterFactory>    | Ljava/util/concurrent/CopyOnWriteArrayList;                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:88:5:89:63                                      | StringConvert                                      |
| factories                 | private  | CopyOnWriteArrayList<StringConverterFactory>    | Ljava/util/concurrent/CopyOnWriteArrayList;                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:88:5:89:63                                      | StringConvert                                      |
| CACHED_NULL               | final    | TypedStringConverter<?>                         | Lorg/joda/convert/TypedStringConverter;                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:61:5:77:14                                      | StringConvert                                      |
| CACHED_NULL               | static   | TypedStringConverter<?>                         | Lorg/joda/convert/TypedStringConverter;                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:61:5:77:14                                      | StringConvert                                      |
| CACHED_NULL               | private  | TypedStringConverter<?>                         | Lorg/joda/convert/TypedStringConverter;                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:61:5:77:14                                      | StringConvert                                      |
| effectiveType             | final    | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeStringConverterFactory.java:63:9:63:45                         | TypeStringConverter                                |
| effectiveType             | private  | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeStringConverterFactory.java:63:9:63:45                         | TypeStringConverter                                |
| PRIMITIVES                | final    | Map<String,Class<?>>                            | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:42:5:42:58                                          | TypeUtils                                          |
| PRIMITIVES                | static   | Map<String,Class<?>>                            | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:42:5:42:58                                          | TypeUtils                                          |
| PRIMITIVES                | private  | Map<String,Class<?>>                            | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:42:5:42:58                                          | TypeUtils                                          |
| SUPER                     | final    | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:40:5:40:51                                          | TypeUtils                                          |
| SUPER                     | static   | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:40:5:40:51                                          | TypeUtils                                          |
| SUPER                     | private  | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:40:5:40:51                                          | TypeUtils                                          |
| EXTENDS                   | final    | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:38:5:38:55                                          | TypeUtils                                          |
| EXTENDS                   | static   | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:38:5:38:55                                          | TypeUtils                                          |
| EXTENDS                   | private  | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypeUtils.java:38:5:38:55                                          | TypeUtils                                          |
| effectiveType             | final    | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypedAdapter.java:27:5:27:41                                       | TypedAdapter                                       |
| effectiveType             | private  | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypedAdapter.java:27:5:27:41                                       | TypedAdapter                                       |
| conv                      | final    | StringConverter<T>                              | Lorg/joda/convert/StringConverter;                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypedAdapter.java:26:5:26:42                                       | TypedAdapter                                       |
| conv                      | private  | StringConverter<T>                              | Lorg/joda/convert/StringConverter;                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/TypedAdapter.java:26:5:26:42                                       | TypedAdapter                                       |
| visited                   | final    | Set<Type>                                       | Ljava/util/Set;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:205:9:205:62                                            | TypeVisitor                                        |
| visited                   | private  | Set<Type>                                       | Ljava/util/Set;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:205:9:205:62                                            | TypeVisitor                                        |
| serialVersionUID          | final    | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:303:9:303:55                                            | GenericArrayTypeImpl                               |
| serialVersionUID          | static   | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:303:9:303:55                                            | GenericArrayTypeImpl                               |
| serialVersionUID          | private  | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:303:9:303:55                                            | GenericArrayTypeImpl                               |
| componentType             | final    | Type                                            | Ljava/lang/reflect/Type;                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:273:9:273:41                                            | GenericArrayTypeImpl                               |
| componentType             | private  | Type                                            | Ljava/lang/reflect/Type;                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:273:9:273:41                                            | GenericArrayTypeImpl                               |
| serialVersionUID          | final    | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:375:9:375:55                                            | ParameterizedTypeImpl                              |
| serialVersionUID          | static   | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:375:9:375:55                                            | ParameterizedTypeImpl                              |
| serialVersionUID          | private  | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:375:9:375:55                                            | ParameterizedTypeImpl                              |
| rawType                   | final    | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:310:9:310:39                                            | ParameterizedTypeImpl                              |
| rawType                   | private  | Class<?>                                        | Ljava/lang/Class;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:310:9:310:39                                            | ParameterizedTypeImpl                              |
| argumentsList             | final    | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:309:9:309:47                                            | ParameterizedTypeImpl                              |
| argumentsList             | private  | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:309:9:309:47                                            | ParameterizedTypeImpl                              |
| ownerType                 | final    | Type                                            | Ljava/lang/reflect/Type;                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:308:9:308:37                                            | ParameterizedTypeImpl                              |
| ownerType                 | private  | Type                                            | Ljava/lang/reflect/Type;                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:308:9:308:37                                            | ParameterizedTypeImpl                              |
| typeVariableImpl          | final    | TypeVariableImpl<?>                             | Lorg/joda/convert/Types$TypeVariableImpl;                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:434:9:434:59                                            | TypeVariableInvocationHandler                      |
| typeVariableImpl          | private  | TypeVariableImpl<?>                             | Lorg/joda/convert/Types$TypeVariableImpl;                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:434:9:434:59                                            | TypeVariableInvocationHandler                      |
| typeVariableMethods       | final    | Map<String,Method>                              | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:418:9:418:69                                            | TypeVariableInvocationHandler                      |
| typeVariableMethods       | static   | Map<String,Method>                              | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:418:9:418:69                                            | TypeVariableInvocationHandler                      |
| typeVariableMethods       | private  | Map<String,Method>                              | Ljava/util/Map;                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:418:9:418:69                                            | TypeVariableInvocationHandler                      |
| bounds                    | final    | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:460:9:460:40                                            | TypeVariableImpl                                   |
| bounds                    | private  | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:460:9:460:40                                            | TypeVariableImpl                                   |
| name                      | final    | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:459:9:459:34                                            | TypeVariableImpl                                   |
| name                      | private  | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:459:9:459:34                                            | TypeVariableImpl                                   |
| genericDeclaration        | final    | D                                               | Lorg/joda/convert/D;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:458:9:458:43                                            | TypeVariableImpl                                   |
| genericDeclaration        | private  | D                                               | Lorg/joda/convert/D;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:458:9:458:43                                            | TypeVariableImpl                                   |
| serialVersionUID          | final    | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:562:9:562:55                                            | WildcardTypeImpl                                   |
| serialVersionUID          | static   | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:562:9:562:55                                            | WildcardTypeImpl                                   |
| serialVersionUID          | private  | long                                            | J                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:562:9:562:55                                            | WildcardTypeImpl                                   |
| upperBounds               | final    | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:516:9:516:45                                            | WildcardTypeImpl                                   |
| upperBounds               | private  | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:516:9:516:45                                            | WildcardTypeImpl                                   |
| lowerBounds               | final    | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:515:9:515:45                                            | WildcardTypeImpl                                   |
| lowerBounds               | private  | List<Type>                                      | Ljava/util/List;                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:515:9:515:45                                            | WildcardTypeImpl                                   |
| EMPTY                     | final    | boolean[]                                       | [Z                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:101:9:101:62       | BooleanArrayStringConverter                        |
| EMPTY                     | static   | boolean[]                                       | [Z                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:101:9:101:62       | BooleanArrayStringConverter                        |
| EMPTY                     | private  | boolean[]                                       | [Z                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:101:9:101:62       | BooleanArrayStringConverter                        |
| EMPTY                     | final    | Boolean[]                                       | [Ljava/lang/Boolean;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:104:9:104:62 | BooleanArrayStringConverter                        |
| EMPTY                     | static   | Boolean[]                                       | [Ljava/lang/Boolean;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:104:9:104:62 | BooleanArrayStringConverter                        |
| EMPTY                     | private  | Boolean[]                                       | [Ljava/lang/Boolean;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:104:9:104:62 | BooleanArrayStringConverter                        |
| HEX                       | final    | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:108:9:108:61    | ByteArrayStringConverter                           |
| HEX                       | static   | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:108:9:108:61    | ByteArrayStringConverter                           |
| HEX                       | private  | String                                          | Ljava/lang/String;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:108:9:108:61    | ByteArrayStringConverter                           |
| EMPTY                     | final    | Byte[]                                          | [Ljava/lang/Byte;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:107:9:107:56    | ByteArrayStringConverter                           |
| EMPTY                     | static   | Byte[]                                          | [Ljava/lang/Byte;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:107:9:107:56    | ByteArrayStringConverter                           |
| EMPTY                     | private  | Byte[]                                          | [Ljava/lang/Byte;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:107:9:107:56    | ByteArrayStringConverter                           |
| EMPTY                     | final    | Character[]                                     | [Ljava/lang/Character;                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:122:9:122:66    | CharecterArrayStringConverter                      |
| EMPTY                     | static   | Character[]                                     | [Ljava/lang/Character;                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:122:9:122:66    | CharecterArrayStringConverter                      |
| EMPTY                     | private  | Character[]                                     | [Ljava/lang/Character;                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:122:9:122:66    | CharecterArrayStringConverter                      |
| EMPTY                     | final    | long[]                                          | [J                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:114:9:114:56       | LongArrayStringConverter                           |
| EMPTY                     | static   | long[]                                          | [J                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:114:9:114:56       | LongArrayStringConverter                           |
| EMPTY                     | private  | long[]                                          | [J                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:114:9:114:56       | LongArrayStringConverter                           |
| EMPTY                     | final    | int[]                                           | [I                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:155:9:155:54       | IntArrayStringConverter                            |
| EMPTY                     | static   | int[]                                           | [I                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:155:9:155:54       | IntArrayStringConverter                            |
| EMPTY                     | private  | int[]                                           | [I                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:155:9:155:54       | IntArrayStringConverter                            |
| EMPTY                     | final    | short[]                                         | [S                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:196:9:196:58       | ShortArrayStringConverter                          |
| EMPTY                     | static   | short[]                                         | [S                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:196:9:196:58       | ShortArrayStringConverter                          |
| EMPTY                     | private  | short[]                                         | [S                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:196:9:196:58       | ShortArrayStringConverter                          |
| EMPTY                     | final    | double[]                                        | [D                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:237:9:237:60       | DoubleArrayStringConverter                         |
| EMPTY                     | static   | double[]                                        | [D                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:237:9:237:60       | DoubleArrayStringConverter                         |
| EMPTY                     | private  | double[]                                        | [D                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:237:9:237:60       | DoubleArrayStringConverter                         |
| EMPTY                     | final    | float[]                                         | [F                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:278:9:278:58       | FloatArrayStringConverter                          |
| EMPTY                     | static   | float[]                                         | [F                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:278:9:278:58       | FloatArrayStringConverter                          |
| EMPTY                     | private  | float[]                                         | [F                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:278:9:278:58       | FloatArrayStringConverter                          |
| EMPTY                     | final    | Long[]                                          | [Ljava/lang/Long;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:117:9:117:56 | LongArrayStringConverter                           |
| EMPTY                     | static   | Long[]                                          | [Ljava/lang/Long;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:117:9:117:56 | LongArrayStringConverter                           |
| EMPTY                     | private  | Long[]                                          | [Ljava/lang/Long;                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:117:9:117:56 | LongArrayStringConverter                           |
| EMPTY                     | final    | Integer[]                                       | [Ljava/lang/Integer;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:160:9:160:62 | IntArrayStringConverter                            |
| EMPTY                     | static   | Integer[]                                       | [Ljava/lang/Integer;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:160:9:160:62 | IntArrayStringConverter                            |
| EMPTY                     | private  | Integer[]                                       | [Ljava/lang/Integer;                                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:160:9:160:62 | IntArrayStringConverter                            |
| EMPTY                     | final    | Short[]                                         | [Ljava/lang/Short;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:203:9:203:58 | ShortArrayStringConverter                          |
| EMPTY                     | static   | Short[]                                         | [Ljava/lang/Short;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:203:9:203:58 | ShortArrayStringConverter                          |
| EMPTY                     | private  | Short[]                                         | [Ljava/lang/Short;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:203:9:203:58 | ShortArrayStringConverter                          |
| EMPTY                     | final    | Double[]                                        | [Ljava/lang/Double;                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:246:9:246:60 | DoubleArrayStringConverter                         |
| EMPTY                     | static   | Double[]                                        | [Ljava/lang/Double;                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:246:9:246:60 | DoubleArrayStringConverter                         |
| EMPTY                     | private  | Double[]                                        | [Ljava/lang/Double;                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:246:9:246:60 | DoubleArrayStringConverter                         |
| EMPTY                     | final    | Float[]                                         | [Ljava/lang/Float;                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:289:9:289:58 | FloatArrayStringConverter                          |
